x, y
38.59964093357271, 2004.0841584158416
39.048473967684025, 1990.2227722772277
39.048473967684025, 1975.4950495049507
39.048473967684025, 1960.7673267326732
39.048473967684025, 1947.7722772277227
39.048473967684025, 1931.3118811881188
39.048473967684025, 1913.9851485148515
39.048473967684025, 1890.5940594059407
39.048473967684025, 1875.8663366336632
39.048473967684025, 1857.6732673267327
39.048473967684025, 1839.480198019802
39.048473967684025, 1818.6881188118812
39.048473967684025, 1790.9653465346535
39.048473967684025, 1767.5742574257426
39.048473967684025, 1755.4455445544554
39.048473967684025, 1733.7871287128712
39.048473967684025, 1707.7970297029703
39.946140035906645, 1687.0049504950496
40.843806104129264, 1663.6138613861385
41.292639138240574, 1640.2227722772277
42.6391382405745, 1621.1633663366338
42.6391382405745, 1621.1633663366338
43.08797127468581, 1603.8366336633662
44.43447037701975, 1581.3118811881188
45.78096947935368, 1557.920792079208
47.576301615798926, 1536.2623762376238
49.820466786355475, 1516.3366336633662
51.61579892280072, 1498.1435643564357
54.75763016157989, 1476.4851485148515
57.899461400359066, 1460.8910891089108
61.04129263913824, 1450.4950495049504
64.18312387791741, 1440.9653465346535
68.67145421903052, 1432.30198019802
74.50628366247756, 1427.1039603960396
80.78994614003591, 1421.9059405940593
87.07360861759426, 1418.4405940594058
92.45960502692998, 1416.7079207920792
98.74326750448833, 1417.5742574257426
