x, y
-0.37059415911379645, -5.227817745803358
-0.04330312185297025, -5.083932853717027
0.07452165156092683, -4.940047961630696
0.6767371601208465, -4.556354916067146
0.9254783484390741, -4.400479616306955
1.069486404833837, -4.304556354916067
1.6324269889224574, -4.004796163069544
1.9728096676737161, -4.100719424460432
1.9073514602215518, -4.016786570743405
1.9204431017119843, -3.9208633093525176
2.025176233635449, -3.8009592326139092
2.431017119838872, -3.7290167865707433
2.928499496475327, -3.393285371702638
2.928499496475327, -3.537170263788969
2.928499496475327, -3.693045563549161
3.4390735146022156, -3.129496402877698
3.884189325276939, -2.9016786570743403
3.884189325276939, -3.273381294964029
