x, y
488.33020251475875, 99.97514019400028
478.75039172828434, 99.80142638412863
471.7844991361343, 99.4874428988674
460.9757716740268, 99.03670916367578
448.8429856001082, 98.53710209868179
437.24691128183076, 98.15894825327567
426.3628039523783, 97.67703211007824
416.055642530682, 97.46776805285131
404.79463586450424, 96.81045406216093
392.48422784257167, 96.18976256050118
380.4251057677462, 95.5430025828021
367.52171734508204, 94.80179367486554
355.7995562942204, 94.1583484800793
344.4409226412928, 93.33828397760135
333.93489800598064, 92.60167313187894
320.96695743632006, 91.94274971282894
309.1634109792315, 90.96833570143129
296.1602359425349, 90.17713645645996
284.26290841029567, 89.294803064164
270.5715518688187, 88.34302763446048
258.03601009865383, 87.25709196205432
245.7142714294712, 86.21105305942098
234.99669207226563, 85.29168789300161
222.78601149649478, 84.17774177205864
209.73899306756684, 83.0074336831314
197.16147169309957, 81.79897681284837
184.48209282912327, 80.57394389630795
172.2528335419346, 79.297554227397
161.13196597764596, 78.11820775933764
148.11101099578667, 76.61360328072698
137.71512735188958, 75.3271392297928
126.8395697797615, 73.85861579014214
116.1984353115746, 72.51196125025169
104.4048586407087, 70.87493599058269
93.62186920238071, 69.19467999298928
82.44701095602588, 67.27641618717425
69.54149249001446, 65.07362676431185
59.71366478129232, 63.23564252409015
50.27393392883626, 60.89795102929445
42.392670000164784, 58.718495120106624
33.22793661902184, 56.14839790679665
27.365554400434362, 53.984951013477286
22.19469667132505, 51.65428557944089
17.613476358249507, 48.91953638401651
14.312249385238427, 46.29953196970625
12.193965652281843, 43.2826744973137
10.648826291385374, 40.911089080772534
8.984685550427903, 38.187407636398625
7.383381088214887, 35.403501595977374
5.732730621790124, 32.11580824021351
4.564342677941972, 28.91833666708831
4.056623178971952, 25.992152896291035
3.23778422359136, 23.17211039288683
2.377394630971321, 20.066762072727144
1.7983482638031467, 16.7300909341945
0.9301485122431193, 13.179790030778664
0.9299858005985362, 9.827932709949502
0.8846780035659884, 6.325296466296459
0.21023823676905085, 0.018571311084680957
