x, y
-1.9875555555555553, -7
-1.9875555555555553, -6.774709302325581
-1.774222222222222, -6.476744186046512
-1.6533333333333333, -6.411337209302325
-1.3546666666666667, -6.084302325581396
-1.4328888888888889, -6.098837209302325
-1.0702222222222222, -5.822674418604651
-1.0488888888888885, -5.7354651162790695
-0.9422222222222221, -5.502906976744186
-0.757333333333333, -5.372093023255814
-0.6719999999999997, -5.415697674418604
-0.08888888888888857, -4.8125
-0.017777777777777448, -4.986918604651162
0.41600000000000037, -4.623546511627907
0.49422222222222256, -4.4563953488372094
0.9848888888888894, -4.267441860465116
0.9848888888888894, -4.1875
1.4115555555555561, -3.998546511627907
1.496888888888889, -4.020348837209303
1.511111111111111, -3.8968023255813953
1.9875555555555557, -3.7877906976744184
1.9804444444444451, -3.7005813953488373
2.485333333333334, -3.5334302325581395
2.506666666666667, -3.6061046511627906
2.990222222222222, -3.373546511627907
3.530666666666667, -3.2209302325581395
4.0071111111111115, -3.068313953488372
