x, y
490.4266667380783, 0.8971462497619128
475.0241276953808, 0.8966386106726896
457.17829403337885, 0.8944850475438979
433.5566607710266, 0.8915550750140363
408.95903845960237, 0.8903946172428977
383.8577607824129, 0.8874048588190149
360.46195549466887, 0.8847935840913532
337.03821831694023, 0.8819025642784236
312.81516807387686, 0.8789425528147375
285.8981819559923, 0.8754103932650044
266.19833519834066, 0.8724408497211166
247.87684585640753, 0.8705333516608806
223.12573374176716, 0.8655753303123415
203.63727444278507, 0.8614652347287631
173.95747186701058, 0.8547765139390787
156.29414463180092, 0.8496883238773
138.81156113129714, 0.8447182457354246
111.65762851949017, 0.8368721414851531
92.70095986380628, 0.8288968646669603
75.83809822337248, 0.8228941616781638
61.37581981707256, 0.8154393707888172
48.61728500605638, 0.8036132022688527
38.75092113373236, 0.79193054737441
31.320190949721887, 0.775810271185678
27.744197175279155, 0.7588641905280207
26.311467488280048, 0.7404650773492528
22.011990306142668, 0.7192840050949971
19.841675674757685, 0.6991547935972589
17.623124296469758, 0.677540157680644
16.68015182609307, 0.6573161749783067
15.17976188131584, 0.6382130962080012
14.440346448994081, 0.6107018983037535
13.888420438401184, 0.5837429771039434
11.620513681693945, 0.5443271899982889
9.599960081803829, 0.5088310629712118
9.295590615576483, 0.4743000290084387
7.961097114469665, 0.4307513036765606
6.829855570095129, 0.3919934877286061
3.985311215660597, 0.3341266504882744
2.162992679641459, 0.2718317068589357
999.1490264973637, 0.870776479818239
983.0598510911624, 0.8710457482027449
960.3870207422418, 0.8710457482027449
936.4797635660427, 0.869135330406231
909.2286795019351, 0.8680358435985441
878.1875362686609, 0.8670262674932995
845.9569826521608, 0.8654201892664656
817.0962895297683, 0.8629839441412086
785.6661337121947, 0.8632923541667586
746.5900975822949, 0.8602974089172525
713.1977942891556, 0.8581147514751969
676.8725069559389, 0.8558841588334246
641.4631415491575, 0.8542364142524123
602.1077865194123, 0.8508314178050442
559.9901573985729, 0.847590562061256
515.7640095631469, 0.843590403136003
480.36650843002406, 0.8402520110256113
431.6899698515247, 0.8347037735759403
401.5994600196181, 0.8296121828801436
365.42800146886486, 0.82517490508424
330.89130423655246, 0.8188589143928172
291.57520300365445, 0.8108957974174762
249.75838406694487, 0.8036158128565836
219.91654941092017, 0.7968110583122288
190.74019881336247, 0.7899454702037765
164.48083243540557, 0.7814237218038635
140.00198845226518, 0.7745908175668053
114.91643941215439, 0.7639358067926921
90.74721907357582, 0.7503387323455427
70.73761307966342, 0.7358223531688958
52.294633575467344, 0.7142988473739921
42.617148939786475, 0.6889939052508939
34.582628920333136, 0.6684785672178538
29.516143395136822, 0.6455346612484759
26.870003594196962, 0.6274871186674141
24.56850399407383, 0.6065374269257279
22.73181273796555, 0.5891816213936749
21.33467587194191, 0.5721401512343243
20.05041909529761, 0.5505708914544529
18.28033726130056, 0.528249404559861
16.807709716884194, 0.493559090395665
13.925640359764099, 0.456621403693558
12.501520745648584, 0.4177152651426827
10.981097127350877, 0.37746886459070367
8.96959427336595, 0.3515043712173314
8.097095588520684, 0.3210537202277784
7.792760020218078, 0.29375205633877327
5.606615057980197, 0.2572330941687657
5.302245591752852, 0.23039900028229846
4.592219660179406, 0.1878917620556913
999.0641460938184, 0.8136127150736424
974.1806286851494, 0.813035311462295
951.0436679507088, 0.8105649741222629
925.3026686378536, 0.8084664909596092
902.5313987154924, 0.8084664909596092
875.7402416942373, 0.8053684961944101
842.519597491974, 0.8022138413704991
808.727027503522, 0.8008168506110064
779.0388182424123, 0.7979106138195928
748.636854278008, 0.7965485396710008
712.8215273245578, 0.7922810016023628
677.6986671776666, 0.7885259974749435
641.6026654073814, 0.785563598697477
604.5638945542679, 0.7816401601366575
571.0161353782777, 0.7790065923637676
539.13791679151, 0.777445392201018
501.47264449337877, 0.7719857601599238
468.2788474475083, 0.7702566236364331
431.9353230307823, 0.7684837597684501
399.49602599374225, 0.7651955184223623
367.78512756348397, 0.7629773775970697
331.83041234350895, 0.7587048759767592
294.4987634206545, 0.7535427822373093
262.2132273702285, 0.7499544950513619
262.2132273702285, 0.7499544950513619
230.76273279781168, 0.7456420445688011
198.569331306825, 0.7405999348154564
168.56560016224904, 0.7352452071813377
137.16730839392955, 0.7286681405419065
112.44853489948977, 0.7197300377487552
90.98660621807939, 0.710118884218774
78.41027275253285, 0.6994301762530293
69.04380157632808, 0.6869351820263784
62.50041736819834, 0.6736069294158336
54.34637326611691, 0.6581246671285957
49.02751769124218, 0.6434718847430098
45.051358915260984, 0.6262008202626951
41.54092372726259, 0.613079010181922
39.192136522129196, 0.5978280253577379
37.18182009551012, 0.5836441526183938
35.461229231631336, 0.5685743288427981
33.85107780655071, 0.5530925474533002
31.57266269317453, 0.5367287652589855
29.631565828871548, 0.5187245034745148
26.575362832369578, 0.49627162844741424
25.563780962322085, 0.47428271668980226
24.4828100403348, 0.4530092433698085
22.591848206720123, 0.43237028026777535
19.96357261211747, 0.3962655771508538
18.084034379139677, 0.3651368603480406
16.339511580395488, 0.3370685080622793
