,0
0.0,-0.0
0.8984725965858047,0.07142857142857162
1.7969451931716023,0.13392857142857095
2.695417789757407,0.20535714285714246
4.492362982929016,0.2827380952380949
6.738544474393528,0.3511904761904757
9.883198562443852,0.4166666666666665
13.926325247079959,0.4732142857142857
18.867924528301884,0.5119047619047612
25.606469002695412,0.5505952380952381
35.93890386343217,0.5892857142857135
48.96675651392632,0.622023809523809
64.69002695417791,0.6577380952380951
83.55795148247978,0.6904761904761905
104.67205750224619,0.7232142857142851
129.3800539083558,0.7559523809523806
157.23270440251574,0.7946428571428568
178.79604672057502,0.8184523809523807
212.93800539083563,0.851190476190476
242.58760107816713,0.8749999999999999
267.74483378256963,0.895833333333333
300.98831985624435,0.9255952380952377
349.5058400718778,0.9553571428571423
390.8355795148248,0.9791666666666662
413.7466307277628,0.9910714285714277
438.4546271338724,1.0
